 time            time            v(net3)        
 1.44784000e-08  1.44784000e-08  2.14066554e-04 
 1.45184000e-08  1.45184000e-08  2.13875365e-04 
 1.45584000e-08  1.45584000e-08  2.13699543e-04 
 1.45984000e-08  1.45984000e-08  2.13538167e-04 
 1.46384000e-08  1.46384000e-08  2.13390366e-04 
 1.46784000e-08  1.46784000e-08  2.13255319e-04 
 1.47184000e-08  1.47184000e-08  2.13132258e-04 
 1.47584000e-08  1.47584000e-08  2.13020462e-04 
 1.47984000e-08  1.47984000e-08  2.12919265e-04 
 1.48384000e-08  1.48384000e-08  2.12828056e-04 
 1.48784000e-08  1.48784000e-08  2.12746282e-04 
 1.49184000e-08  1.49184000e-08  2.12673451e-04 
 1.49584000e-08  1.49584000e-08  2.12609134e-04 
 1.49984000e-08  1.49984000e-08  2.12552967e-04 
 1.50384000e-08  1.50384000e-08  2.12504649e-04 
 1.50784000e-08  1.50784000e-08  2.12463943e-04 
 1.51184000e-08  1.51184000e-08  2.12430676e-04 
 1.51584000e-08  1.51584000e-08  2.12404730e-04 
 1.51984000e-08  1.51984000e-08  2.12386047e-04 
 1.52384000e-08  1.52384000e-08  2.12374619e-04 
 1.52784000e-08  1.52784000e-08  2.12370492e-04 
 1.53184000e-08  1.53184000e-08  2.12373761e-04 
 1.53584000e-08  1.53584000e-08  2.12384570e-04 
 1.53984000e-08  1.53984000e-08  2.12403111e-04 
 1.54384000e-08  1.54384000e-08  2.12429627e-04 
 1.54784000e-08  1.54784000e-08  2.12464413e-04 
 1.55184000e-08  1.55184000e-08  2.12507815e-04 
 1.55584000e-08  1.55584000e-08  2.12560240e-04 
 1.55984000e-08  1.55984000e-08  2.12622154e-04 
 1.56384000e-08  1.56384000e-08  2.12694089e-04 
 1.56784000e-08  1.56784000e-08  2.12776648e-04 
 1.57184000e-08  1.57184000e-08  2.12870511e-04 
 1.57584000e-08  1.57584000e-08  2.12976436e-04 
 1.57984000e-08  1.57984000e-08  2.13095270e-04 
 1.58384000e-08  1.58384000e-08  2.13227947e-04 
 1.58784000e-08  1.58784000e-08  2.13375498e-04 
 1.59184000e-08  1.59184000e-08  2.13539043e-04 
 1.59584000e-08  1.59584000e-08  2.13719794e-04 
 1.59984000e-08  1.59984000e-08  2.13919041e-04 
 1.60384000e-08  1.60384000e-08  2.14138134e-04 
 1.60784000e-08  1.60784000e-08  2.14378448e-04 
 1.61184000e-08  1.61184000e-08  2.14641327e-04 
 1.61584000e-08  1.61584000e-08  2.14927997e-04 
 1.61984000e-08  1.61984000e-08  2.15239426e-04 
 1.62384000e-08  1.62384000e-08  2.15576125e-04 
 1.62784000e-08  1.62784000e-08  2.15937841e-04 
 1.63184000e-08  1.63184000e-08  2.16323123e-04 
 1.63584000e-08  1.63584000e-08  2.16728706e-04 
 1.63984000e-08  1.63984000e-08  2.16001617e-04 
 1.64384000e-08  1.64384000e-08  2.17153220e-04 
 1.64784000e-08  1.64784000e-08  2.17960100e-04 
 1.65184000e-08  1.65184000e-08  2.18503591e-04 
 1.65584000e-08  1.65584000e-08  2.18917740e-04 
 1.65984000e-08  1.65984000e-08  2.19280041e-04 
 1.66384000e-08  1.66384000e-08  2.19707190e-04 
 1.66784000e-08  1.66784000e-08  2.20530475e-04 
 1.67184000e-08  1.67184000e-08  2.22698107e-04 
 1.67584000e-08  1.67584000e-08  2.28802379e-04 
 1.67984000e-08  1.67984000e-08  2.45922618e-04 
 1.68384000e-08  1.68384000e-08  2.94547414e-04 
 1.68784000e-08  1.68784000e-08  4.42474925e-04 
 1.69184000e-08  1.69184000e-08  9.85629185e-04 
 1.69584000e-08  1.69584000e-08  4.80555828e-03 
 1.69984000e-08  1.69984000e-08  1.54314114e-01 
 1.70384000e-08  1.70384000e-08  1.91909632e-01 
 1.70784000e-08  1.70784000e-08  1.92195673e-01 
 1.71184000e-08  1.71184000e-08  1.73033503e-01 
 1.71584000e-08  1.71584000e-08  9.45727352e-03 
 1.71984000e-08  1.71984000e-08 -7.70907499e-04 
 1.72384000e-08  1.72384000e-08 -6.20415179e-05 
 1.72784000e-08  1.72784000e-08  2.76525761e-04 
 1.73184000e-08  1.73184000e-08  3.26118190e-04 
 1.73584000e-08  1.73584000e-08  3.12721204e-04 
 1.73984000e-08  1.73984000e-08  2.99823381e-04 
 1.74384000e-08  1.74384000e-08  2.91243287e-04 
 1.74784000e-08  1.74784000e-08  2.84324521e-04 
 1.75184000e-08  1.75184000e-08  2.78152262e-04 
 1.75584000e-08  1.75584000e-08  2.72580337e-04 
 1.75984000e-08  1.75984000e-08  2.67558501e-04 
 1.76384000e-08  1.76384000e-08  2.63026543e-04 
 1.76784000e-08  1.76784000e-08  2.58925039e-04 
 1.77184000e-08  1.77184000e-08  2.55202410e-04 
 1.77584000e-08  1.77584000e-08  2.51814793e-04 
